                            AFTERNOON AT THE RACE TRACK - Description of the internal state of the problem
MAN/BRK              SPECTATOR/BETTER              HORSE/JOCKEY PAIR at RACE RN
  Stat  St0  Am0 St1  Am1 St2  Am2 St3  Am3 RN St0 Len0 St1 Len1 St2 Len2 Sr3 Len3 
                                                           Race RN Status  
 RN Dist BS0  BA0 BS1  BA1 BS2  BA2 BS3  BA3  Od0 N0 Ps0 SD0 Od1 N1 Ps1 SD1 Od2 N2 Ps2 SD2 Od3 N3 Ps3 SD3
OTE  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  0 ATS 19 ATS 16 ATS 20 ATS 14 
OTE  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  0 ATS 19 ATS 16 ATS 20 ATP 14 
OTE  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  0 ATP 19 ATS 16 ATS 20 ATP 14 
OTE  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  0 ATP 19 ATP 16 ATS 20 ATP 14 
OTE  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  0 ATP 19 ATP 16 ATP 20 ATP 14 
ANR  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  0 ATP 19 ATP 16 ATP 20 ATP 14 
WFB  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  0 ATP 19 ATP 16 ATP 20 ATP 14 
WFB  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  ATH 1000.0  0 ATP 19 ATP 16 ATP 20 ATP 14 
WFB  ATH 1000.0  WFARTS 1000.0  WFARTS 1000.0  ATH 1000.0  0 ATP 19 ATP 16 ATP 20 ATP 14 
WFB  ATH 1000.0  ATH 1000.0  WFARTS 1000.0  ATH 1000.0  0 ATP 19 ATP 16 ATP 20 ATP 14 
WFB  ATH 1000.0  ATH 1000.0  ATH 1000.0  ATH 1000.0  0 ATP 19 ATP 16 ATP 20 ATP 14 
WFB  ATH 1000.0  ATH 1000.0  ATH 1000.0  PAB 1000.0  0 ATP 19 ATP 16 ATP 20 ATP 14 
WFB  ATH 1000.0  ATH 1000.0  PAB 1000.0  PAB 917.0  0 ATP 19 ATP 16 ATP 20 ATP 14 
WFB  ATH 1000.0  ATH 1000.0  PAB 1000.0  WAR 917.0  0 ATP 19 ATP 16 ATP 20 ATP 14 
WFB  ATH 1000.0  ATH 1000.0  WAR 924.0  WAR 917.0  0 ATP 19 ATP 16 ATP 20 ATP 14 
WFB  ATH 1000.0  PAB 1000.0  WAR 924.0  WAR 917.0  0 ATP 19 ATP 16 ATP 20 ATP 14 
WFB  ATH 1000.0  WAR 911.0  WAR 924.0  WAR 917.0  0 ATP 19 ATP 16 ATP 20 ATP 14 
WFB  PAB 1000.0  WAR 911.0  WAR 924.0  WAR 917.0  0 ATP 19 ATP 16 ATP 20 ATP 14 
WFB  PAB 1000.0  WAR 911.0  WAR 924.0  WAR 917.0  0 ATP 19 ATSL 16 ATP 20 ATP 14 
WFB  PAB 1000.0  WAR 911.0  WAR 924.0  WAR 917.0  0 ATP 19 ATSL 16 ATSL 20 ATP 14 
WFB  PAB 1000.0  WAR 911.0  WAR 924.0  WAR 917.0  0 ATP 19 ATSL 16 ATSL 20 ATSL 14 
WFB  PAB 1000.0  WAR 911.0  WAR 924.0  WAR 917.0  0 ATSL 19 ATSL 16 ATSL 20 ATSL 14 
WFB  WAR 951.0  WAR 911.0  WAR 924.0  WAR 917.0  0 ATSL 19 ATSL 16 ATSL 20 ATSL 14 
STR  WAR 951.0  WAR 911.0  WAR 924.0  WAR 917.0  0 ATSL 19 ATSL 16 ATSL 20 ATSL 14 
STR  WAR 951.0  WAR 911.0  WAR 924.0  WAR 917.0  0 R 19 ATSL 16 ATSL 20 ATSL 14 
STR  WAR 951.0  WAR 911.0  WAR 924.0  WAR 917.0  0 R 19 ATSL 16 R 20 ATSL 14 
STR  WAR 951.0  WAR 911.0  WAR 924.0  WAR 917.0  0 R 19 ATSL 16 R 20 R 14 
STR  WAR 951.0  WAR 911.0  WAR 924.0  WAR 917.0  0 R 19 R 16 R 20 R 14 
STR  WAR 951.0  WAR 911.0  WAR 924.0  WAR 917.0  0 ATFL 19 R 16 R 20 R 14 
