                            AFTERNOON AT THE RACE TRACK - Description of the internal state of the problem
MAN/BRK              SPECTATOR/BETTER              HORSE/JOCKEY PAIR at RACE RN
  Stat  St0  Am0 St1  Am1 St2  Am2 St3  Am3 RN St0 Len0 St1 Len1 St2 Len2 Sr3 Len3 
                                                           Race RN Status  
 RN Dist BS0  BA0 BS1  BA1 BS2  BA2 BS3  BA3  Od0 N0 Ps0 SD0 Od1 N1 Ps1 SD1 Od2 N2 Ps2 SD2 Od3 N3 Ps3 SD3
OTE  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  0 ATS 9 ATS 6 ATS 18 ATS 8 
OTE  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  0 ATS 9 ATS 6 ATP 18 ATS 8 
OTE  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  0 ATS 9 ATS 6 ATP 18 ATP 8 
OTE  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  0 ATP 9 ATS 6 ATP 18 ATP 8 
OTE  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  0 ATP 9 ATP 6 ATP 18 ATP 8 
ANR  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  0 ATP 9 ATP 6 ATP 18 ATP 8 
WFB  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  0 ATP 9 ATP 6 ATP 18 ATP 8 
WFB  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  ATH 1000.0  0 ATP 9 ATP 6 ATP 18 ATP 8 
WFB  ATH 1000.0  WFARTS 1000.0  WFARTS 1000.0  ATH 1000.0  0 ATP 9 ATP 6 ATP 18 ATP 8 
WFB  ATH 1000.0  ATH 1000.0  WFARTS 1000.0  ATH 1000.0  0 ATP 9 ATP 6 ATP 18 ATP 8 
WFB  ATH 1000.0  ATH 1000.0  ATH 1000.0  ATH 1000.0  0 ATP 9 ATP 6 ATP 18 ATP 8 
WFB  ATH 1000.0  ATH 1000.0  ATH 1000.0  PAB 1000.0  0 ATP 9 ATP 6 ATP 18 ATP 8 
WFB  ATH 1000.0  ATH 1000.0  PAB 1000.0  PAB 1000.0  0 ATP 9 ATP 6 ATP 18 ATP 8 
WFB  ATH 1000.0  ATH 1000.0  PAB 1000.0  WAR 907.0  0 ATP 9 ATP 6 ATP 18 ATP 8 
WFB  ATH 1000.0  ATH 1000.0  WAR 925.0  WAR 907.0  0 ATP 9 ATP 6 ATP 18 ATP 8 
WFB  ATH 1000.0  PAB 1000.0  WAR 925.0  WAR 907.0  0 ATP 9 ATP 6 ATP 18 ATP 8 
WFB  ATH 1000.0  WAR 970.0  WAR 925.0  WAR 907.0  0 ATP 9 ATP 6 ATP 18 ATP 8 
WFB  ATH 1000.0  WAR 970.0  WAR 925.0  WAR 907.0  0 ATP 9 ATSL 6 ATP 18 ATP 8 
WFB  ATH 1000.0  WAR 970.0  WAR 925.0  WAR 907.0  0 ATSL 9 ATSL 6 ATP 18 ATP 8 
WFB  ATH 1000.0  WAR 970.0  WAR 925.0  WAR 907.0  0 ATSL 9 ATSL 6 ATP 18 ATSL 8 
WFB  ATH 1000.0  WAR 970.0  WAR 925.0  WAR 907.0  0 ATSL 9 ATSL 6 ATSL 18 ATSL 8 
WFB  PAB 1000.0  WAR 970.0  WAR 925.0  WAR 907.0  0 ATSL 9 ATSL 6 ATSL 18 ATSL 8 
WFB  WAR 918.0  WAR 970.0  WAR 925.0  WAR 907.0  0 ATSL 9 ATSL 6 ATSL 18 ATSL 8 
STR  WAR 918.0  WAR 970.0  WAR 925.0  WAR 907.0  0 ATSL 9 ATSL 6 ATSL 18 ATSL 8 
STR  WAR 918.0  WAR 970.0  WAR 925.0  WAR 907.0  0 ATSL 9 ATSL 6 R 18 ATSL 8 
STR  WAR 918.0  WAR 970.0  WAR 925.0  WAR 907.0  0 ATSL 9 R 6 R 18 ATSL 8 
STR  WAR 918.0  WAR 970.0  WAR 925.0  WAR 907.0  0 R 9 R 6 R 18 ATSL 8 
STR  WAR 918.0  WAR 970.0  WAR 925.0  WAR 907.0  0 R 9 R 6 R 18 R 8 
STR  WAR 918.0  WAR 970.0  WAR 925.0  WAR 907.0  0 ATFL 9 R 6 R 18 R 8 
STR  WAR 918.0  WAR 970.0  WAR 925.0  WAR 907.0  0 ATFL 9 ATFL 6 R 18 R 8 
STR  WAR 918.0  WAR 970.0  WAR 925.0  WAR 907.0  0 ATFL 9 ATFL 6 ATFL 18 R 8 
STR  WAR 918.0  WAR 970.0  WAR 925.0  WAR 907.0  0 ATFL 9 ATFL 6 ATFL 18 ATFL 8 
