                            AFTERNOON AT THE RACE TRACK - Description of the internal state of the problem
MAN/BRK              SPECTATOR/BETTER              HORSE/JOCKEY PAIR at RACE RN
  Stat  St0  Am0 St1  Am1 St2  Am2 St3  Am3 RN St0 Len0 St1 Len1 St2 Len2 Sr3 Len3 
                                                           Race RN Status  
 RN Dist BS0  BA0 BS1  BA1 BS2  BA2 BS3  BA3  Od0 N0 Ps0 SD0 Od1 N1 Ps1 SD1 Od2 N2 Ps2 SD2 Od3 N3 Ps3 SD3
OTE  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  0 ATS 16 ATS 19 ATS 17 ATP 11 
OTE  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  0 ATS 16 ATS 19 ATS 17 ATP 11 
OTE  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  0 ATS 16 ATP 19 ATS 17 ATP 11 
OTE  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  0 ATP 16 ATP 19 ATS 17 ATP 11 
OTE  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  0 ATP 16 ATP 19 ATP 17 ATP 11 
ANR  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  0 ATP 16 ATP 19 ATP 17 ATP 11 
WFB  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  WFARTS 1000.0  0 ATP 16 ATP 19 ATP 17 ATP 11 
WFB  WFARTS 1000.0  WFARTS 1000.0  ATH 1000.0  WFARTS 1000.0  0 ATP 16 ATP 19 ATP 17 ATP 11 
WFB  ATH 1000.0  WFARTS 1000.0  ATH 1000.0  WFARTS 1000.0  0 ATP 16 ATP 19 ATP 17 ATP 11 
WFB  ATH 1000.0  ATH 1000.0  ATH 1000.0  WFARTS 1000.0  0 ATP 16 ATP 19 ATP 17 ATP 11 
WFB  ATH 1000.0  ATH 1000.0  ATH 1000.0  ATH 1000.0  0 ATP 16 ATP 19 ATP 17 ATP 11 
WFB  ATH 1000.0  ATH 1000.0  PAB 1000.0  ATH 1000.0  0 ATP 16 ATP 19 ATP 17 ATP 11 
WFB  ATH 1000.0  ATH 1000.0  PAB 1000.0  PAB 1000.0  0 ATP 16 ATP 19 ATP 17 ATP 11 
WFB  ATH 1000.0  PAB 1000.0  PAB 930.0  PAB 1000.0  0 ATP 16 ATP 19 ATP 17 ATP 11 
WFB  ATH 1000.0  PAB 1000.0  WAR 930.0  PAB 1000.0  0 ATP 16 ATP 19 ATP 17 ATP 11 
WFB  ATH 1000.0  PAB 1000.0  WAR 930.0  WAR 914.0  0 ATP 16 ATP 19 ATP 17 ATP 11 
WFB  PAB 1000.0  PAB 1000.0  WAR 930.0  WAR 914.0  0 ATP 16 ATP 19 ATP 17 ATP 11 
WFB  PAB 1000.0  PAB 1000.0  WAR 930.0  WAR 914.0  0 ATP 16 ATP 19 ATSL 17 ATP 11 
WFB  PAB 1000.0  WAR 969.0  WAR 930.0  WAR 914.0  0 ATP 16 ATP 19 ATSL 17 ATP 11 
WFB  WAR 980.0  WAR 969.0  WAR 930.0  WAR 914.0  0 ATP 16 ATP 19 ATSL 17 ATP 11 
STR  WAR 980.0  WAR 969.0  WAR 930.0  WAR 914.0  0 ATP 16 ATP 19 ATSL 17 ATP 11 
STR  WAR 980.0  WAR 969.0  WAR 930.0  WAR 914.0  0 ATP 16 ATP 19 R 17 ATP 11 
STR  WAR 980.0  WAR 969.0  WAR 930.0  WAR 914.0  0 ATP 16 ATP 19 R 17 ATSL 11 
STR  WAR 980.0  WAR 969.0  WAR 930.0  WAR 914.0  0 ATP 16 ATSL 19 R 17 ATSL 11 
STR  WAR 980.0  WAR 969.0  WAR 930.0  WAR 914.0  0 ATSL 16 ATSL 19 R 17 ATSL 11 
STR  WAR 980.0  WAR 969.0  WAR 930.0  WAR 914.0  0 ATSL 16 ATSL 19 R 17 R 11 
STR  WAR 980.0  WAR 969.0  WAR 930.0  WAR 914.0  0 R 16 ATSL 19 R 17 R 11 
STR  WAR 980.0  WAR 969.0  WAR 930.0  WAR 914.0  0 R 16 R 19 R 17 R 11 
STR  WAR 980.0  WAR 969.0  WAR 930.0  WAR 914.0  0 R 16 ATFL 19 R 17 R 11 
STR  WAR 980.0  WAR 969.0  WAR 930.0  WAR 914.0  0 R 16 ATS 19 R 17 R 11 
STR  WAR 980.0  WAR 969.0  WAR 930.0  WAR 914.0  0 R 16 ATP 19 R 17 R 11 
STR  WAR 980.0  WAR 969.0  WAR 930.0  WAR 914.0  0 R 16 ATP 19 R 17 ATFL 11 
STR  WAR 980.0  WAR 969.0  WAR 930.0  WAR 914.0  0 R 16 ATP 19 ATFL 17 ATFL 11 
STR  WAR 980.0  WAR 969.0  WAR 930.0  WAR 914.0  0 ATFL 16 ATP 19 ATFL 17 ATFL 11 
STR  WAR 980.0  WAR 969.0  WAR 930.0  WAR 914.0  0 ATFL 16 ATP 19 ATS 17 ATFL 11 
STR  WAR 980.0  WAR 969.0  WAR 930.0  WAR 914.0  0 ATFL 16 ATP 19 ATP 17 ATFL 11 
STR  WAR 980.0  WAR 969.0  WAR 930.0  WAR 914.0  0 ATFL 16 ATSL 19 ATP 17 ATFL 11 
STR  WAR 980.0  WAR 969.0  WAR 930.0  WAR 914.0  0 ATFL 16 ATSL 19 ATSL 17 ATFL 11 
